Status,FirstLine,Lon,Lines,Time,Lat,LowFloor,Brigade
RUNNING,35 ,21.0161152,35             ,2017-05-15T22:10:48,52.167881,False,7   
RUNNING,22 ,21.0507622,22             ,2017-05-15T22:10:48,52.2397156,False,8   
RUNNING,22 ,20.9894123,22             ,2017-05-15T22:10:49,52.2249184,False,5   
RUNNING,33 ,20.9934311,33             ,2017-05-15T22:10:47,52.2421989,False,17  
RUNNING,7  ,20.9821033,7              ,2017-05-15T22:10:45,52.2174034,False,7   
RUNNING,9  ,20.9923344,9              ,2017-05-15T22:10:45,52.2257271,False,019 
RUNNING,26 ,20.938736,26             ,2017-05-15T22:10:46,52.2260246,False,3   
RUNNING,13 ,20.9929657,13             ,2017-05-15T22:10:47,52.241684,False,3   
RUNNING,9  ,20.9714432,9              ,2017-05-15T22:10:47,52.2051735,False,014 
RUNNING,9  ,20.9807358,9              ,2017-05-15T22:10:46,52.235424,False,017 
RUNNING,15 ,21.0151749,15             ,2017-05-15T22:10:44,52.2199593,False,4   
RUNNING,25 ,20.9820423,25             ,2017-05-15T22:10:49,52.2098579,False,11  
RUNNING,6  ,20.9499378,6              ,2017-05-15T22:10:47,52.2905006,False,013 
RUNNING,24 ,21.0014935,24             ,2017-05-15T22:10:46,52.2277412,False,017 
RUNNING,20 ,20.9734974,20             ,2017-05-15T22:10:44,52.2351341,False,014 
RUNNING,25 ,21.0385323,25             ,2017-05-15T22:10:39,52.2683716,False,013 
RUNNING,28 ,20.9125538,28             ,2017-05-15T22:10:48,52.2391014,False,9   
RUNNING,4  ,21.0130024,4              ,2017-05-15T22:10:47,52.3111458,False,7   
RUNNING,33 ,21.0069923,33             ,2017-05-15T22:10:49,52.2108421,False,15  
RUNNING,22 ,20.9839745,22             ,2017-05-15T22:10:49,52.2309723,False,015 
RUNNING,6  ,20.9356136,6              ,2017-05-15T22:10:45,52.2994194,False,016 
RUNNING,35 ,21.0211468,35             ,2017-05-15T22:10:49,52.209919,False,016 
RUNNING,22 ,20.9534245,22             ,2017-05-15T22:10:46,52.2694016,False,016 
RUNNING,28 ,21.0329628,28             ,2017-05-15T22:10:49,52.2566719,False,6   
RUNNING,20 ,20.8978519,20             ,2017-05-15T22:10:47,52.2600784,False,013 
RUNNING,26 ,21.0849495,26             ,2017-05-15T22:10:47,52.2447128,False,9   
RUNNING,9  ,20.9437675,9              ,2017-05-15T22:10:47,52.1758575,False,015 
RUNNING,23 ,20.9226227,23             ,2017-05-15T22:10:46,52.2593346,False,2   
RUNNING,27 ,20.9719524,27             ,2017-05-15T22:10:48,52.2727509,False,4   
RUNNING,6  ,21.0194626,6              ,2017-05-15T22:10:45,52.2634087,False,015 
RUNNING,33 ,20.9939461,33             ,2017-05-15T22:10:46,52.2415504,False,10  
RUNNING,27 ,20.9821949,27             ,2017-05-15T22:10:46,52.2554016,False,3   
RUNNING,33 ,20.997963,33             ,2017-05-15T22:10:49,52.2341156,False,12  
RUNNING,33 ,20.9835548,33             ,2017-05-15T22:10:47,52.2535286,False,8   
RUNNING,23 ,20.9393177,23             ,2017-05-15T22:10:48,52.2467232,False,011 
RUNNING,33 ,20.9301929,33             ,2017-05-15T22:10:48,52.2920418,False,5   
RUNNING,4  ,21.0240459,4              ,2017-05-15T22:10:45,52.1989136,False,3   
RUNNING,10 ,20.901022,10             ,2017-05-15T22:10:46,52.2387772,False,020 
RUNNING,24 ,21.0929375,24             ,2017-05-15T22:10:47,52.2444839,False,016 
RUNNING,15 ,20.9829159,15             ,2017-05-15T22:10:06,52.273098,False,12  
RUNNING,33 ,20.9296474,33             ,2017-05-15T22:10:44,52.2902756,False,020 
RUNNING,9  ,21.03722,9              ,2017-05-15T22:10:49,52.2351761,False,12  
RUNNING,7  ,20.9441452,7              ,2017-05-15T22:10:46,52.1761932,False,011 
RUNNING,28 ,20.9203072,28             ,2017-05-15T22:10:45,52.2574577,False,016 
RUNNING,4  ,21.0121307,4              ,2017-05-15T22:10:45,52.2292404,False,10  
RUNNING,6  ,21.0750561,6              ,2017-05-15T22:10:45,52.2458916,False,017 
RUNNING,15 ,21.0139828,15             ,2017-05-15T22:10:45,52.2262611,False,10  
RUNNING,4  ,21.0017223,4              ,2017-05-15T22:10:44,52.2440414,False,4   
