Status,FirstLine,Lon,Lines,Time,Lat,LowFloor,Brigade
RUNNING,2  ,20.9296112,2              ,2017-05-21T02:27:45,52.2924957,True,3   
RUNNING,2  ,20.9412766,2              ,2017-05-21T02:27:44,52.3294983,True,2   
RUNNING,2  ,20.9418545,2              ,2017-05-21T02:27:43,52.3341293,True,5   
RUNNING,26 ,20.994566,26             ,2017-05-21T02:27:43,52.2420998,True,8   
RUNNING,26 ,20.9699783,26             ,2017-05-21T02:27:44,52.2315559,True,3   
RUNNING,26 ,21.0352325,26             ,2017-05-21T02:27:40,52.2543716,True,9   
RUNNING,24 ,21.0174332,24             ,2017-05-21T02:30:28,52.2310181,False,032 
RUNNING,24 ,20.9232807,24             ,2017-05-21T02:30:09,52.2598534,False,031 
RUNNING,24 ,21.0461197,24             ,2017-05-21T02:30:29,52.2483025,True,3   
RUNNING,24 ,21.0907898,24             ,2017-05-21T02:30:26,52.2448959,True,033 
RUNNING,24 ,21.0552711,24             ,2017-05-21T02:30:25,52.2570915,True,7   
RUNNING,26 ,20.9720955,26             ,2017-05-21T02:30:26,52.2347832,True,032 
RUNNING,33 ,20.9827709,33             ,2017-05-21T02:30:29,52.2543221,True,5   
RUNNING,24 ,20.9181252,24             ,2017-05-21T02:30:25,52.250103,True,1   
RUNNING,24 ,20.9454117,24             ,2017-05-21T02:30:29,52.246933,True,10  
RUNNING,24 ,20.988163,24             ,2017-05-21T02:30:27,52.2260361,True,2   
RUNNING,4  ,21.0265217,4              ,2017-05-21T02:30:25,52.2809525,True,064 
RUNNING,24 ,20.9688721,24             ,2017-05-21T02:30:25,52.2316742,True,9   
RUNNING,26 ,21.0810642,26             ,2017-05-21T02:30:28,52.2455292,True,1   
RUNNING,33 ,20.9230537,33             ,2017-05-21T02:30:25,52.2816315,True,13  
RUNNING,26 ,20.9089127,26             ,2017-05-21T02:30:14,52.2388916,True,5   
RUNNING,26 ,20.9125557,26             ,2017-05-21T02:30:25,52.2390518,True,4   
RUNNING,4  ,21.0076942,4              ,2017-05-21T02:30:26,52.1888771,True,10  
RUNNING,33 ,21.0005436,33             ,2017-05-21T02:30:27,52.1877594,True,1   
RUNNING,33 ,20.9919128,33             ,2017-05-21T02:30:25,52.2438622,True,14  
RUNNING,2  ,20.9393082,2              ,2017-05-21T02:30:29,52.3014641,True,3   
RUNNING,2  ,20.9518051,2              ,2017-05-21T02:30:28,52.3189621,True,2   
RUNNING,2  ,20.9418373,2              ,2017-05-21T02:30:28,52.3340111,True,5   
RUNNING,26 ,20.9857635,26             ,2017-05-21T02:30:21,52.239399,True,8   
RUNNING,26 ,20.9723873,26             ,2017-05-21T02:30:24,52.2325974,True,3   
RUNNING,26 ,21.0177822,26             ,2017-05-21T02:30:25,52.2474937,True,9   
RUNNING,24 ,21.0124016,24             ,2017-05-21T02:33:44,52.2299309,False,032 
RUNNING,24 ,20.9186954,24             ,2017-05-21T02:31:33,52.256134,False,031 
RUNNING,24 ,21.050869,24             ,2017-05-21T02:33:40,52.2530441,True,3   
RUNNING,24 ,21.075655,24             ,2017-05-21T02:33:42,52.2458763,True,033 
RUNNING,26 ,20.9815331,26             ,2017-05-21T02:33:41,52.2375488,True,032 
RUNNING,33 ,20.9880505,33             ,2017-05-21T02:33:43,52.2482681,True,5   
RUNNING,24 ,20.9157448,24             ,2017-05-21T02:33:39,52.2537651,True,1   
RUNNING,24 ,20.9595413,24             ,2017-05-21T02:33:42,52.2474136,True,10  
RUNNING,24 ,20.9805508,24             ,2017-05-21T02:33:44,52.2359657,True,2   
RUNNING,4  ,21.0372276,4              ,2017-05-21T02:33:45,52.2688446,True,064 
RUNNING,26 ,21.0636654,26             ,2017-05-21T02:33:42,52.2465897,True,1   
RUNNING,33 ,20.9297066,33             ,2017-05-21T02:33:44,52.2903366,True,13  
RUNNING,26 ,20.9009514,26             ,2017-05-21T02:33:44,52.2386932,True,5   
RUNNING,26 ,20.9153481,26             ,2017-05-21T02:33:44,52.2290039,True,4   
RUNNING,33 ,20.9837132,33             ,2017-05-21T02:33:44,52.2533112,True,14  
